All   channel acquired
Date[dd-mm-yy]= 01-11-22   Time= 17:10:36
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
 94.739200	     0.040	     0.000	    -0.090	     0.098
 94.750500	     0.010	     0.020	    -0.100	     0.102
 94.761800	     0.010	     0.000	    -0.110	     0.110
 94.773100	     0.010	     0.020	    -0.110	     0.112
 94.784400	     0.010	     0.010	    -0.100	     0.101
 94.795700	    -0.010	     0.020	    -0.100	     0.102
 94.807000	     0.010	     0.010	    -0.100	     0.101
 94.818300	     0.030	     0.010	    -0.090	     0.095
 94.829600	     0.020	     0.010	    -0.090	     0.093
 94.840900	     0.030	     0.000	    -0.110	     0.114
 94.852200	     0.020	     0.010	    -0.100	     0.102
 94.863500	     0.020	     0.020	    -0.100	     0.104
 94.874800	     0.010	     0.000	    -0.100	     0.100
 94.886100	     0.030	     0.010	    -0.110	     0.114
 94.897400	     0.030	     0.010	    -0.100	     0.105
 94.908700	     0.030	     0.020	    -0.110	     0.116
 94.920000	     0.020	     0.010	    -0.110	     0.112
 94.931300	     0.010	     0.000	    -0.100	     0.100
 94.942600	     0.030	     0.000	    -0.110	     0.114
 94.953900	     0.010	     0.000	    -0.110	     0.110
 94.965200	     0.010	     0.010	    -0.090	     0.091
 94.976500	     0.010	     0.000	    -0.100	     0.100
 94.987800	     0.020	     0.000	    -0.100	     0.102
 94.999100	     0.010	     0.030	    -0.090	     0.095
 95.010400	     0.030	     0.010	    -0.080	     0.086
 95.021700	     0.030	     0.030	    -0.090	     0.099
 95.033000	     0.020	     0.000	    -0.090	     0.092
 95.044300	     0.020	     0.010	    -0.090	     0.093
 95.055600	     0.020	     0.030	    -0.110	     0.116
 95.066900	     0.030	     0.030	    -0.100	     0.109
 95.078200	     0.030	     0.020	    -0.100	     0.106
 95.089500	     0.030	     0.000	    -0.100	     0.104
 95.100800	     0.020	     0.020	    -0.100	     0.104
 95.112100	     0.020	     0.020	    -0.100	     0.104
 95.123400	     0.010	     0.000	    -0.090	     0.091
 95.134700	     0.010	     0.010	    -0.090	     0.091
 95.146000	     0.020	     0.030	    -0.100	     0.106
 95.157300	     0.020	     0.000	    -0.100	     0.102
 95.168600	     0.020	     0.020	    -0.100	     0.104
 95.179900	     0.010	     0.010	    -0.110	     0.111
 95.191200	     0.020	     0.000	    -0.110	     0.112
 95.202500	     0.000	     0.010	    -0.100	     0.100
 95.213800	     0.010	     0.020	    -0.090	     0.093
 95.225100	     0.010	     0.020	    -0.100	     0.102
 95.236400	     0.010	     0.010	    -0.090	     0.091
 95.247700	     0.020	     0.020	    -0.100	     0.104
 95.259000	     0.010	     0.010	    -0.100	     0.101
 95.270300	     0.000	     0.000	    -0.100	     0.100
 95.281600	     0.000	     0.010	    -0.120	     0.120
 95.292900	    -0.010	     0.010	    -0.090	     0.091
 95.304200	     0.010	     0.010	    -0.090	     0.091
 95.315500	     0.030	     0.020	    -0.110	     0.116
 95.326800	     0.030	     0.010	    -0.090	     0.095
 95.338100	     0.020	     0.020	    -0.100	     0.104
 95.349400	     0.020	     0.000	    -0.100	     0.102
 95.360700	     0.020	     0.010	    -0.090	     0.093
 95.372000	     0.030	     0.020	    -0.100	     0.106
 95.383300	     0.010	     0.010	    -0.120	     0.121
 95.394600	     0.040	     0.000	    -0.100	     0.108
 95.405900	     0.020	     0.010	    -0.090	     0.093
 95.417200	     0.020	     0.010	    -0.100	     0.102
 95.428500	     0.020	     0.010	    -0.090	     0.093
 95.439800	     0.010	     0.020	    -0.110	     0.112
 95.451100	     0.030	     0.010	    -0.120	     0.124
 95.462400	     0.030	     0.010	    -0.110	     0.114
 95.473700	     0.010	    -0.010	    -0.100	     0.101
 95.485000	     0.020	     0.000	    -0.090	     0.092
 95.496300	     0.010	     0.010	    -0.110	     0.111
 95.507600	     0.030	     0.010	    -0.090	     0.095
 95.518900	     0.020	     0.010	    -0.110	     0.112
 95.530200	     0.010	     0.010	    -0.100	     0.101
 95.541500	     0.030	     0.010	    -0.110	     0.114
 95.552800	     0.040	    -0.010	    -0.100	     0.108
 95.564100	     0.030	     0.010	    -0.130	     0.134
 95.575400	     0.020	     0.020	    -0.090	     0.094
 95.586700	     0.010	     0.000	    -0.100	     0.100
 95.598000	     0.020	     0.010	    -0.100	     0.102
 95.609300	     0.010	     0.010	    -0.090	     0.091
 95.620600	     0.020	     0.000	    -0.100	     0.102
 95.631900	     0.010	     0.010	    -0.090	     0.091
 95.643200	     0.020	     0.010	    -0.100	     0.102
 95.654500	     0.030	     0.020	    -0.090	     0.097
 95.665800	     0.020	     0.030	    -0.090	     0.097
 95.677100	     0.010	     0.010	    -0.090	     0.091
 95.688400	     0.030	     0.010	    -0.090	     0.095
 95.699700	     0.010	     0.010	    -0.100	     0.101
 95.711000	     0.020	     0.010	    -0.090	     0.093
 95.722300	     0.020	    -0.010	    -0.100	     0.102
 95.733600	     0.010	     0.010	    -0.100	     0.101
 95.744900	     0.020	     0.020	    -0.110	     0.114
 95.756200	     0.020	     0.000	    -0.090	     0.092
 95.767500	     0.030	     0.000	    -0.100	     0.104
 95.778800	     0.020	     0.010	    -0.100	     0.102
 95.790100	     0.030	     0.010	    -0.090	     0.095
 95.801400	     0.020	     0.020	    -0.130	     0.133
 95.812700	     0.010	     0.010	    -0.100	     0.101
 95.824000	     0.020	     0.020	    -0.100	     0.104
 95.835300	     0.000	     0.010	    -0.100	     0.100
 95.846600	     0.000	     0.020	    -0.090	     0.092
 95.857900	     0.020	     0.000	    -0.100	     0.102
 95.869200	     0.020	     0.010	    -0.100	     0.102
 95.880500	     0.010	    -0.010	    -0.100	     0.101
 95.891800	     0.030	     0.010	    -0.110	     0.114
 95.903100	     0.020	     0.010	    -0.100	     0.102
 95.914400	     0.020	     0.000	    -0.110	     0.112
 95.925700	     0.020	     0.020	    -0.100	     0.104
 95.937000	     0.020	     0.000	    -0.100	     0.102
 95.948300	     0.040	     0.010	    -0.100	     0.108
 95.959600	     0.020	     0.000	    -0.110	     0.112
 95.970900	     0.000	     0.000	    -0.110	     0.110
 95.982200	     0.030	     0.000	    -0.110	     0.114
 95.993500	     0.000	     0.000	    -0.110	     0.110
 96.004800	     0.030	     0.010	    -0.110	     0.114
 96.016100	     0.020	     0.030	    -0.090	     0.097
 96.027400	     0.030	     0.000	    -0.090	     0.095
 96.038700	     0.020	     0.000	    -0.110	     0.112
 96.050000	     0.000	     0.020	    -0.100	     0.102
 96.061300	     0.020	     0.010	    -0.120	     0.122
 96.072600	     0.030	     0.000	    -0.110	     0.114
 96.083900	     0.000	     0.010	    -0.110	     0.110
 96.095200	     0.020	     0.000	    -0.110	     0.112
 96.106500	     0.010	     0.000	    -0.100	     0.100
 96.117800	     0.020	     0.010	    -0.130	     0.132
 96.129100	     0.030	    -0.020	    -0.120	     0.125
 96.140400	     0.020	    -0.010	    -0.110	     0.112
 96.151700	     0.020	     0.010	    -0.110	     0.112
 96.163000	     0.000	     0.010	    -0.120	     0.120
 96.174300	     0.010	     0.020	    -0.110	     0.112
 96.185600	     0.010	     0.010	    -0.120	     0.121
 96.196900	     0.010	     0.000	    -0.110	     0.110
 96.208200	     0.030	     0.000	    -0.110	     0.114
 96.219500	     0.010	     0.010	    -0.080	     0.081
 96.230800	     0.010	    -0.010	    -0.100	     0.101
 96.242100	     0.040	     0.010	    -0.110	     0.117
 96.253400	     0.020	     0.000	    -0.120	     0.122
 96.264700	     0.020	     0.000	    -0.090	     0.092
 96.276000	     0.010	     0.010	    -0.100	     0.101
 96.287300	     0.020	     0.000	    -0.110	     0.112
 96.298600	     0.020	    -0.010	    -0.120	     0.122
 96.309900	     0.030	     0.000	    -0.080	     0.085
 96.321200	     0.010	     0.000	    -0.090	     0.091
 96.332500	     0.020	     0.000	    -0.100	     0.102
 96.343800	     0.030	     0.020	    -0.110	     0.116
 96.355100	     0.010	     0.010	    -0.110	     0.111
 96.366400	     0.020	     0.010	    -0.100	     0.102
 96.377700	     0.010	     0.010	    -0.110	     0.111
 96.389000	     0.010	     0.010	    -0.090	     0.091
 96.400300	     0.020	     0.010	    -0.100	     0.102
 96.411600	     0.010	     0.020	    -0.120	     0.122
 96.422900	     0.020	     0.010	    -0.110	     0.112
 96.434200	     0.010	     0.020	    -0.110	     0.112
 96.445500	     0.020	     0.010	    -0.090	     0.093
 96.456800	     0.010	     0.010	    -0.100	     0.101
 96.468100	     0.020	     0.010	    -0.110	     0.112
 96.479400	     0.020	    -0.010	    -0.100	     0.102
 96.490700	     0.010	     0.020	    -0.090	     0.093
 96.502000	     0.020	     0.010	    -0.080	     0.083
 96.513300	     0.020	     0.020	    -0.110	     0.114
 96.524600	     0.030	     0.000	    -0.100	     0.104
 96.535900	     0.020	     0.010	    -0.110	     0.112
 96.547200	     0.020	     0.030	    -0.090	     0.097
 96.558500	     0.030	     0.020	    -0.100	     0.106
 96.569800	     0.010	     0.010	    -0.100	     0.101
 96.581100	     0.030	     0.020	    -0.090	     0.097
 96.592400	     0.000	     0.000	    -0.110	     0.110
 96.603700	     0.020	     0.010	    -0.110	     0.112
 96.615000	     0.030	     0.000	    -0.100	     0.104
 96.626300	     0.010	     0.000	    -0.100	     0.100
 96.637600	     0.020	     0.000	    -0.120	     0.122
 96.648900	     0.010	    -0.010	    -0.110	     0.111
 96.660200	     0.000	     0.020	    -0.110	     0.112
 96.671500	     0.020	     0.010	    -0.090	     0.093
 96.682800	     0.010	     0.000	    -0.100	     0.100
 96.694100	     0.010	     0.000	    -0.100	     0.100
 96.705400	     0.020	     0.000	    -0.120	     0.122
 96.716700	     0.020	     0.010	    -0.100	     0.102
 96.728000	     0.030	     0.010	    -0.120	     0.124
 96.739300	     0.020	     0.000	    -0.100	     0.102
 96.750600	     0.000	     0.020	    -0.100	     0.102
 96.761900	     0.010	     0.010	    -0.110	     0.111
 96.773200	     0.020	     0.000	    -0.100	     0.102
 96.784500	     0.000	     0.000	    -0.100	     0.100
 96.795800	     0.010	     0.010	    -0.110	     0.111
 96.807100	     0.030	     0.010	    -0.090	     0.095
 96.818400	     0.020	     0.010	    -0.100	     0.102
 96.829700	     0.030	     0.010	    -0.110	     0.114
 96.841000	     0.030	     0.000	    -0.110	     0.114
 96.852300	     0.010	     0.000	    -0.080	     0.081
 96.863600	     0.030	     0.000	    -0.090	     0.095
 96.874900	     0.030	     0.020	    -0.110	     0.116
 96.886200	     0.030	     0.020	    -0.100	     0.106
 96.897500	     0.040	     0.020	    -0.090	     0.100
 96.908800	     0.030	     0.010	    -0.090	     0.095
 96.920100	     0.030	     0.010	    -0.110	     0.114
 96.931400	     0.030	     0.010	    -0.090	     0.095
 96.942700	     0.040	     0.000	    -0.100	     0.108
 96.954000	     0.010	     0.010	    -0.120	     0.121
 96.965300	     0.020	     0.010	    -0.100	     0.102
 96.976600	     0.020	     0.000	    -0.110	     0.112
 96.987900	     0.020	     0.010	    -0.090	     0.093
 96.999200	     0.010	     0.000	    -0.100	     0.100
 97.010500	     0.020	     0.010	    -0.100	     0.102
 97.021800	     0.020	    -0.010	    -0.100	     0.102
 97.033100	     0.030	     0.010	    -0.090	     0.095
 97.044400	     0.030	     0.020	    -0.110	     0.116
 97.055700	     0.040	     0.020	    -0.110	     0.119
 97.067000	     0.020	     0.010	    -0.100	     0.102
 97.078300	     0.020	     0.000	    -0.110	     0.112
 97.089600	     0.030	     0.020	    -0.080	     0.088
 97.100900	     0.030	     0.000	    -0.100	     0.104
 97.112200	     0.010	     0.020	    -0.090	     0.093
 97.123500	     0.030	     0.000	    -0.100	     0.104
 97.134800	     0.030	     0.010	    -0.120	     0.124
 97.146100	     0.050	     0.010	    -0.110	     0.121
 97.157400	     0.030	     0.010	    -0.110	     0.114
 97.168700	     0.020	     0.010	    -0.100	     0.102
 97.180000	     0.030	     0.000	    -0.120	     0.124
 97.191300	     0.020	     0.000	    -0.120	     0.122
 97.202600	     0.010	     0.020	    -0.100	     0.102
 97.213900	     0.010	     0.000	    -0.110	     0.110
 97.225200	     0.020	     0.000	    -0.090	     0.092
 97.236500	     0.020	     0.000	    -0.090	     0.092
 97.247800	     0.030	     0.020	    -0.090	     0.097
 97.259100	     0.020	     0.010	    -0.090	     0.093
 97.270400	     0.020	     0.000	    -0.110	     0.112
 97.281700	     0.020	     0.010	    -0.100	     0.102
 97.293000	     0.000	     0.000	    -0.110	     0.110
 97.304300	     0.030	     0.010	    -0.100	     0.105
 97.315600	     0.020	    -0.010	    -0.110	     0.112
 97.326900	     0.030	     0.000	    -0.090	     0.095
 97.338200	     0.010	     0.010	    -0.110	     0.111
 97.349500	     0.030	     0.000	    -0.100	     0.104
 97.360800	     0.010	     0.010	    -0.100	     0.101
 97.372100	     0.030	     0.010	    -0.110	     0.114
 97.383400	     0.030	     0.010	    -0.090	     0.095
 97.394700	     0.020	     0.000	    -0.090	     0.092
 97.406000	     0.000	     0.020	    -0.100	     0.102
 97.417300	     0.000	     0.010	    -0.100	     0.100
 97.428600	     0.030	     0.020	    -0.100	     0.106
 97.439900	     0.020	     0.010	    -0.110	     0.112
 97.451200	     0.010	     0.000	    -0.100	     0.100
 97.462500	     0.010	     0.020	    -0.120	     0.122
 97.473800	     0.020	     0.020	    -0.100	     0.104
 97.485100	     0.040	     0.010	    -0.110	     0.117
 97.496400	     0.030	     0.010	    -0.100	     0.105
 97.507700	     0.010	     0.010	    -0.130	     0.131
 97.519000	     0.010	     0.010	    -0.120	     0.121
 97.530300	     0.000	     0.010	    -0.100	     0.100
 97.541600	     0.000	     0.000	    -0.120	     0.120
 97.552900	     0.030	     0.000	    -0.110	     0.114
 97.564200	     0.010	     0.000	    -0.120	     0.120
 97.575500	     0.000	    -0.010	    -0.120	     0.120
 97.586800	     0.010	     0.010	    -0.110	     0.111
 97.598100	     0.010	     0.000	    -0.090	     0.091
 97.609400	     0.020	     0.010	    -0.120	     0.122
 97.620700	     0.020	     0.020	    -0.120	     0.123
 97.632000	     0.020	     0.010	    -0.100	     0.102
 97.643300	     0.030	     0.010	    -0.100	     0.105
 97.654600	     0.030	     0.010	    -0.120	     0.124
 97.665900	     0.010	    -0.010	    -0.110	     0.111
 97.677200	     0.020	     0.010	    -0.110	     0.112
 97.688500	     0.030	     0.010	    -0.100	     0.105
 97.699800	     0.010	     0.010	    -0.110	     0.111
 97.711100	     0.020	     0.000	    -0.100	     0.102
 97.722400	     0.020	     0.000	    -0.100	     0.102
 97.733700	     0.030	     0.000	    -0.100	     0.104
 97.745000	     0.010	    -0.010	    -0.110	     0.111
 97.756300	     0.020	     0.020	    -0.100	     0.104
 97.767600	     0.030	     0.000	    -0.090	     0.095
 97.778900	     0.040	     0.000	    -0.100	     0.108
 97.790200	     0.020	     0.020	    -0.090	     0.094
 97.801500	     0.030	     0.010	    -0.090	     0.095
 97.812800	     0.020	     0.000	    -0.110	     0.112
 97.824100	     0.010	     0.020	    -0.090	     0.093
 97.835400	     0.020	     0.020	    -0.120	     0.123
 97.846700	     0.040	     0.010	    -0.110	     0.117
 97.858000	     0.010	     0.020	    -0.110	     0.112
 97.869300	     0.020	     0.010	    -0.100	     0.102
 97.880600	     0.030	     0.000	    -0.110	     0.114
 97.891900	     0.020	     0.020	    -0.110	     0.114
 97.903200	     0.040	     0.010	    -0.120	     0.127
 97.914500	     0.020	     0.010	    -0.110	     0.112
 97.925800	     0.030	     0.010	    -0.110	     0.114
 97.937100	     0.050	     0.010	    -0.090	     0.103
 97.948400	     0.040	     0.000	    -0.090	     0.098
 97.959700	     0.030	     0.010	    -0.090	     0.095
 97.971000	     0.010	     0.000	    -0.110	     0.110
 97.982300	     0.040	     0.020	    -0.100	     0.110
 97.993600	     0.020	     0.000	    -0.120	     0.122
 98.004900	     0.010	    -0.010	    -0.100	     0.101
